,child,condition,age,target_word,accuracy,response_type,is_near_distractor,is_random
1897,113,object,6.580821918,box,0,Near Distractor,1,0
1902,118,object,3.347945205,box,0,Near Distractor,1,0
1903,119,object,5.463013699,box,0,Near Distractor,1,0
1904,120,object,6.18630137,box,0,Near Distractor,1,0
1906,122,object,3.720547945,box,0,Near Distractor,1,0
1908,124,object,4.830136986,box,0,Near Distractor,1,0
1913,102,object,6.254794521,shorts,0,Random,0,1
1915,104,object,3.090410959,shorts,0,Random,0,1
1916,105,object,6.161643836,shorts,0,Random,0,1
1917,106,object,6.430136986,shorts,0,Random,0,1
1918,107,object,6.235616438,shorts,0,Random,0,1
1919,108,object,6.980821918,shorts,0,Random,0,1
1920,109,object,6.495890411,shorts,0,Random,0,1
1921,110,object,6.021917808,shorts,0,Random,0,1
1922,111,object,6.778082192,shorts,0,Random,0,1
1923,112,object,6.621917808,shorts,0,Random,0,1
1924,113,object,6.580821918,shorts,0,Random,0,1
1925,114,object,6.901369863,shorts,0,Random,0,1
1928,117,object,6.032876712,shorts,0,Random,0,1
1930,119,object,5.463013699,shorts,0,Random,0,1
1931,120,object,6.18630137,shorts,0,Random,0,1
1934,123,object,5.252054795,shorts,0,Random,0,1
1935,124,object,4.830136986,shorts,0,Near Distractor,1,0
1937,126,object,6.652054795,shorts,0,Random,0,1
1938,127,object,5.482191781,shorts,0,Random,0,1
1939,128,object,5.016438356,shorts,0,Random,0,1
1941,103,black_white,3.934246575,ball,0,Random,0,1
1956,118,black_white,3.347945205,ball,0,Random,0,1
1962,124,black_white,4.830136986,ball,0,Near Distractor,1,0
1967,102,black_white,6.254794521,toothbrush,0,Random,0,1
1968,103,black_white,3.934246575,toothbrush,0,Random,0,1
1972,107,black_white,6.235616438,toothbrush,0,Random,0,1
1975,110,black_white,6.021917808,toothbrush,0,Random,0,1
1978,113,black_white,6.580821918,toothbrush,0,Random,0,1
1979,114,black_white,6.901369863,toothbrush,0,Random,0,1
1981,116,black_white,5.350684932,toothbrush,0,Random,0,1
1984,119,black_white,5.463013699,toothbrush,0,Random,0,1
1985,120,black_white,6.18630137,toothbrush,0,Random,0,1
1986,121,black_white,4.843835616,toothbrush,0,Random,0,1
1987,122,black_white,3.720547945,toothbrush,0,Random,0,1
1988,123,black_white,5.252054795,toothbrush,0,Near Distractor,1,0
1990,125,black_white,3.276712329,toothbrush,0,Near Distractor,1,0
1992,127,black_white,5.482191781,toothbrush,0,Random,0,1
1993,128,black_white,5.016438356,toothbrush,0,Random,0,1
1996,104,black_white,3.090410959,sweater,0,Random,0,1
2008,116,black_white,5.350684932,sweater,0,Random,0,1
2041,122,black_white,3.720547945,pencil,0,Random,0,1
